Phytochemicals,Link
(+)-delta-Cadinene,https://cb.imsc.res.in/imppat/phytochemicalplants/(+)-delta-Cadinene
(+)-delta-Selinene,https://cb.imsc.res.in/imppat/phytochemicalplants/(+)-delta-Selinene
(+)-Dihydrocarvone,https://cb.imsc.res.in/imppat/phytochemicalplants/(+)-Dihydrocarvone
(+)-Dihydrocuscohygrine,https://cb.imsc.res.in/imppat/phytochemicalplants/(+)-Dihydrocuscohygrine
(+)-Endo-beta-bergamotene,https://cb.imsc.res.in/imppat/phytochemicalplants/(+)-Endo-beta-bergamotene
(+)-epicatechin-3-O-gallate,https://cb.imsc.res.in/imppat/phytochemicalplants/(+)-epicatechin-3-O-gallate
(+)-Epigallocatechin,https://cb.imsc.res.in/imppat/phytochemicalplants/(+)-Epigallocatechin
(+)-Episesaminone,https://cb.imsc.res.in/imppat/phytochemicalplants/(+)-Episesaminone
(+)-Eudesmin,https://cb.imsc.res.in/imppat/phytochemicalplants/(+)-Eudesmin
(+)-Fenchone,https://cb.imsc.res.in/imppat/phytochemicalplants/(+)-Fenchone
(+)-Gallocatechin,https://cb.imsc.res.in/imppat/phytochemicalplants/(+)-Gallocatechin
(+)-Gallocatechin-(4alpha->8)-(+)-catechin,https://cb.imsc.res.in/imppat/phytochemicalplants/(+)-Gallocatechin-(4alpha->8)-(+)-catechin
(+)-gamma-Cadinene,https://cb.imsc.res.in/imppat/phytochemicalplants/(+)-gamma-Cadinene
(+)-gamma-Gurjunene,https://cb.imsc.res.in/imppat/phytochemicalplants/(+)-gamma-Gurjunene
(+)-gamma-Hydroxy-L-homoarginine,https://cb.imsc.res.in/imppat/phytochemicalplants/(+)-gamma-Hydroxy-L-homoarginine
(+)-gamma-Pinene,https://cb.imsc.res.in/imppat/phytochemicalplants/(+)-gamma-Pinene
"(+)-Guaia-6,9-diene","https://cb.imsc.res.in/imppat/phytochemicalplants/(+)-Guaia-6,9-diene"
(+)-Hardwickiic Acid,https://cb.imsc.res.in/imppat/phytochemicalplants/(+)-Hardwickiic%20Acid
(+)-Hopeaphenol,https://cb.imsc.res.in/imppat/phytochemicalplants/(+)-Hopeaphenol
(+)-Humulenol I,https://cb.imsc.res.in/imppat/phytochemicalplants/(+)-Humulenol%20I
(+)-Isodihydrocarvone,https://cb.imsc.res.in/imppat/phytochemicalplants/(+)-Isodihydrocarvone
(+)-Isofebrifugine,https://cb.imsc.res.in/imppat/phytochemicalplants/(+)-Isofebrifugine
(+)-Isoitalicene,https://cb.imsc.res.in/imppat/phytochemicalplants/(+)-Isoitalicene
(+)-Isolariciresinol monoglucoside,https://cb.imsc.res.in/imppat/phytochemicalplants/(+)-Isolariciresinol%20monoglucoside
(+)-Isomenthol,https://cb.imsc.res.in/imppat/phytochemicalplants/(+)-Isomenthol
(+)-Isonootkatone,https://cb.imsc.res.in/imppat/phytochemicalplants/(+)-Isonootkatone
(+)-Isotylocrebrine,https://cb.imsc.res.in/imppat/phytochemicalplants/(+)-Isotylocrebrine
(+)-Khusitene,https://cb.imsc.res.in/imppat/phytochemicalplants/(+)-Khusitene
(+)-Lappaconitine,https://cb.imsc.res.in/imppat/phytochemicalplants/(+)-Lappaconitine
(+)-Leucocyanidin,https://cb.imsc.res.in/imppat/phytochemicalplants/(+)-Leucocyanidin
(+)-Linalool,https://cb.imsc.res.in/imppat/phytochemicalplants/(+)-Linalool
(+)-Longifolene,https://cb.imsc.res.in/imppat/phytochemicalplants/(+)-Longifolene
(+)-Lyoniresinol,https://cb.imsc.res.in/imppat/phytochemicalplants/(+)-Lyoniresinol
(+)-Maalioxide,https://cb.imsc.res.in/imppat/phytochemicalplants/(+)-Maalioxide
(+)-Mahanimbicine,https://cb.imsc.res.in/imppat/phytochemicalplants/(+)-Mahanimbicine
(+)-Methyl pachybioside,https://cb.imsc.res.in/imppat/phytochemicalplants/(+)-Methyl%20pachybioside
(+)-Minovincine,https://cb.imsc.res.in/imppat/phytochemicalplants/(+)-Minovincine
(+)-Mopanol,https://cb.imsc.res.in/imppat/phytochemicalplants/(+)-Mopanol
(+)-N-(methoxycarbonyl)-N-norboldine,https://cb.imsc.res.in/imppat/phytochemicalplants/(+)-N-(methoxycarbonyl)-N-norboldine
(+)-N-Methylephedrine,https://cb.imsc.res.in/imppat/phytochemicalplants/(+)-N-Methylephedrine
(+)-N-Methylisococlaurine,https://cb.imsc.res.in/imppat/phytochemicalplants/(+)-N-Methylisococlaurine
(+)-N-Methylpseudoephedrine,https://cb.imsc.res.in/imppat/phytochemicalplants/(+)-N-Methylpseudoephedrine
(+)-Neomatatabiol,https://cb.imsc.res.in/imppat/phytochemicalplants/(+)-Neomatatabiol
(+)-Neoolivil,https://cb.imsc.res.in/imppat/phytochemicalplants/(+)-Neoolivil
(+)-Norpatchoulenol,https://cb.imsc.res.in/imppat/phytochemicalplants/(+)-Norpatchoulenol
(+)-Oxoturkiyenine,https://cb.imsc.res.in/imppat/phytochemicalplants/(+)-Oxoturkiyenine
(+)-p-Menth-1-ene,https://cb.imsc.res.in/imppat/phytochemicalplants/(+)-p-Menth-1-ene
"(+)-p-Menthane-3,8-diol","https://cb.imsc.res.in/imppat/phytochemicalplants/(+)-p-Menthane-3,8-diol"
"(+)-Pacifigorgia-1(6),10-diene","https://cb.imsc.res.in/imppat/phytochemicalplants/(+)-Pacifigorgia-1(6),10-diene"
(+)-Phyllocladene,https://cb.imsc.res.in/imppat/phytochemicalplants/(+)-Phyllocladene
(+)-phytocassane A,https://cb.imsc.res.in/imppat/phytochemicalplants/(+)-phytocassane%20A
(+)-Piperenol A,https://cb.imsc.res.in/imppat/phytochemicalplants/(+)-Piperenol%20A
(+)-Rutamarin,https://cb.imsc.res.in/imppat/phytochemicalplants/(+)-Rutamarin
(+)-S-Myricanol glucoside,https://cb.imsc.res.in/imppat/phytochemicalplants/(+)-S-Myricanol%20glucoside
(+)-Sabinene,https://cb.imsc.res.in/imppat/phytochemicalplants/(+)-Sabinene
(+)-Sparteine,https://cb.imsc.res.in/imppat/phytochemicalplants/(+)-Sparteine
(+)-Stepharine,https://cb.imsc.res.in/imppat/phytochemicalplants/(+)-Stepharine
(+)-Syringaresinol,https://cb.imsc.res.in/imppat/phytochemicalplants/(+)-Syringaresinol
(+)-Taraxerol,https://cb.imsc.res.in/imppat/phytochemicalplants/(+)-Taraxerol
(+)-Tephropurpurin,https://cb.imsc.res.in/imppat/phytochemicalplants/(+)-Tephropurpurin
(+)-Tephrorin B,https://cb.imsc.res.in/imppat/phytochemicalplants/(+)-Tephrorin%20B
(+)-Tephrosone,https://cb.imsc.res.in/imppat/phytochemicalplants/(+)-Tephrosone
(+)-Terpinen-4-ol,https://cb.imsc.res.in/imppat/phytochemicalplants/(+)-Terpinen-4-ol
(+)-Toddanol,https://cb.imsc.res.in/imppat/phytochemicalplants/(+)-Toddanol
(+)-Totarol,https://cb.imsc.res.in/imppat/phytochemicalplants/(+)-Totarol
(+)-trans-Carveol,https://cb.imsc.res.in/imppat/phytochemicalplants/(+)-trans-Carveol
(+)-trans-Limonene oxide,https://cb.imsc.res.in/imppat/phytochemicalplants/(+)-trans-Limonene%20oxide
(+)-trans-Myrtanol,https://cb.imsc.res.in/imppat/phytochemicalplants/(+)-trans-Myrtanol
(+)-trans-Piperitenol,https://cb.imsc.res.in/imppat/phytochemicalplants/(+)-trans-Piperitenol
(+)-Usnic acid,https://cb.imsc.res.in/imppat/phytochemicalplants/(+)-Usnic%20acid
(+)-Vellosimine,https://cb.imsc.res.in/imppat/phytochemicalplants/(+)-Vellosimine
(+)-Verrucosin,https://cb.imsc.res.in/imppat/phytochemicalplants/(+)-Verrucosin
(+)-Vestitol,https://cb.imsc.res.in/imppat/phytochemicalplants/(+)-Vestitol
(+)-Zeylenol,https://cb.imsc.res.in/imppat/phytochemicalplants/(+)-Zeylenol
(+-)-5-Deoxykievitone,https://cb.imsc.res.in/imppat/phytochemicalplants/(+-)-5-Deoxykievitone
(+-)-Teframidine,https://cb.imsc.res.in/imppat/phytochemicalplants/(+-)-Teframidine
(+/-)-6-Acetonyldihydrochelerythrine,https://cb.imsc.res.in/imppat/phytochemicalplants/(+/-)-6-Acetonyldihydrochelerythrine
(+/-)-6-Acetonyldihydrosanguinarine,https://cb.imsc.res.in/imppat/phytochemicalplants/(+/-)-6-Acetonyldihydrosanguinarine
(+/-)-Gomisin M1,https://cb.imsc.res.in/imppat/phytochemicalplants/(+/-)-Gomisin%20M1
(+/-)-Karachine,https://cb.imsc.res.in/imppat/phytochemicalplants/(+/-)-Karachine
(-)-1-Cyclohexyl-4-tricosanol,https://cb.imsc.res.in/imppat/phytochemicalplants/(-)-1-Cyclohexyl-4-tricosanol
(-)-10-Epi-alpha-cyperone,https://cb.imsc.res.in/imppat/phytochemicalplants/(-)-10-Epi-alpha-cyperone
(-)-3-Cyanomethyl-3-hydroxy-1H-indol-2(3H)-one,https://cb.imsc.res.in/imppat/phytochemicalplants/(-)-3-Cyanomethyl-3-hydroxy-1H-indol-2(3H)-one
(-)-7-Epi-alpha-selinene,https://cb.imsc.res.in/imppat/phytochemicalplants/(-)-7-Epi-alpha-selinene
(-)-8-Oxocanadine,https://cb.imsc.res.in/imppat/phytochemicalplants/(-)-8-Oxocanadine
(-)-8-Oxotetrahydropalmatine,https://cb.imsc.res.in/imppat/phytochemicalplants/(-)-8-Oxotetrahydropalmatine
"(-)-9,10-Dihydrojasmonic acid","https://cb.imsc.res.in/imppat/phytochemicalplants/(-)-9,10-Dihydrojasmonic%20acid"
(-)-Acorenone,https://cb.imsc.res.in/imppat/phytochemicalplants/(-)-Acorenone
(-)-Adlumine,https://cb.imsc.res.in/imppat/phytochemicalplants/(-)-Adlumine
(-)-Afzelechin,https://cb.imsc.res.in/imppat/phytochemicalplants/(-)-Afzelechin
(-)-Alloaromadendrene,https://cb.imsc.res.in/imppat/phytochemicalplants/(-)-Alloaromadendrene
(-)-alpha-Cadinol,https://cb.imsc.res.in/imppat/phytochemicalplants/(-)-alpha-Cadinol
(-)-alpha-Conidendrin,https://cb.imsc.res.in/imppat/phytochemicalplants/(-)-alpha-Conidendrin
(-)-alpha-Himachalene,https://cb.imsc.res.in/imppat/phytochemicalplants/(-)-alpha-Himachalene
(-)-alpha-Pinene,https://cb.imsc.res.in/imppat/phytochemicalplants/(-)-alpha-Pinene
(-)-alpha-Terpineol,https://cb.imsc.res.in/imppat/phytochemicalplants/(-)-alpha-Terpineol
(-)-Anaferine,https://cb.imsc.res.in/imppat/phytochemicalplants/(-)-Anaferine
(-)-Argemonine,https://cb.imsc.res.in/imppat/phytochemicalplants/(-)-Argemonine
(-)-Armepavine,https://cb.imsc.res.in/imppat/phytochemicalplants/(-)-Armepavine
(-)-Asarinin,https://cb.imsc.res.in/imppat/phytochemicalplants/(-)-Asarinin
(-)-beta-Bourbonene,https://cb.imsc.res.in/imppat/phytochemicalplants/(-)-beta-Bourbonene
(-)-beta-Chamigrene,https://cb.imsc.res.in/imppat/phytochemicalplants/(-)-beta-Chamigrene
(-)-beta-Curcumene,https://cb.imsc.res.in/imppat/phytochemicalplants/(-)-beta-Curcumene
(-)-beta-Phellandrene,https://cb.imsc.res.in/imppat/phytochemicalplants/(-)-beta-Phellandrene
(-)-beta-Pinene,https://cb.imsc.res.in/imppat/phytochemicalplants/(-)-beta-Pinene
(-)-beta-Selinene,https://cb.imsc.res.in/imppat/phytochemicalplants/(-)-beta-Selinene
(-)-Bicuculline,https://cb.imsc.res.in/imppat/phytochemicalplants/(-)-Bicuculline
(-)-Bilobalide,https://cb.imsc.res.in/imppat/phytochemicalplants/(-)-Bilobalide
(-)-Bornyl acetate,https://cb.imsc.res.in/imppat/phytochemicalplants/(-)-Bornyl%20acetate
(-)-Butyrospermol,https://cb.imsc.res.in/imppat/phytochemicalplants/(-)-Butyrospermol
(-)-Caaverine,https://cb.imsc.res.in/imppat/phytochemicalplants/(-)-Caaverine
(-)-Camphene,https://cb.imsc.res.in/imppat/phytochemicalplants/(-)-Camphene
(-)-Camphor,https://cb.imsc.res.in/imppat/phytochemicalplants/(-)-Camphor
(-)-Car-4-ene,https://cb.imsc.res.in/imppat/phytochemicalplants/(-)-Car-4-ene
(-)-Carvomenthone,https://cb.imsc.res.in/imppat/phytochemicalplants/(-)-Carvomenthone
(-)-Catechin,https://cb.imsc.res.in/imppat/phytochemicalplants/(-)-Catechin
(-)-Catechin gallate,https://cb.imsc.res.in/imppat/phytochemicalplants/(-)-Catechin%20gallate
"(-)-cis-3,4-Dimethyl-2-phenyltetrahydro-1,4-thiazine","https://cb.imsc.res.in/imppat/phytochemicalplants/(-)-cis-3,4-Dimethyl-2-phenyltetrahydro-1,4-thiazine"
(-)-cis-Carveol,https://cb.imsc.res.in/imppat/phytochemicalplants/(-)-cis-Carveol
(-)-Columbianetin,https://cb.imsc.res.in/imppat/phytochemicalplants/(-)-Columbianetin
(-)-Coniine,https://cb.imsc.res.in/imppat/phytochemicalplants/(-)-Coniine
(-)-Coreximine,https://cb.imsc.res.in/imppat/phytochemicalplants/(-)-Coreximine
(-)-Corlumine,https://cb.imsc.res.in/imppat/phytochemicalplants/(-)-Corlumine
(-)-Cubebinin,https://cb.imsc.res.in/imppat/phytochemicalplants/(-)-Cubebinin
(-)-Cyperene,https://cb.imsc.res.in/imppat/phytochemicalplants/(-)-Cyperene
(-)-Dehydroaromadendrene,https://cb.imsc.res.in/imppat/phytochemicalplants/(-)-Dehydroaromadendrene
(-)-Dihydroclusin,https://cb.imsc.res.in/imppat/phytochemicalplants/(-)-Dihydroclusin
(-)-Dioxibrassinin,https://cb.imsc.res.in/imppat/phytochemicalplants/(-)-Dioxibrassinin
(-)-Dregamine,https://cb.imsc.res.in/imppat/phytochemicalplants/(-)-Dregamine
(-)-Ephedradine A,https://cb.imsc.res.in/imppat/phytochemicalplants/(-)-Ephedradine%20A
(-)-Epi-beta-bisabolol,https://cb.imsc.res.in/imppat/phytochemicalplants/(-)-Epi-beta-bisabolol
(-)-Epiafzelechin,https://cb.imsc.res.in/imppat/phytochemicalplants/(-)-Epiafzelechin
(-)-Epicatechin,https://cb.imsc.res.in/imppat/phytochemicalplants/(-)-Epicatechin
(-)-Epicatechin gallate,https://cb.imsc.res.in/imppat/phytochemicalplants/(-)-Epicatechin%20gallate
(-)-Epicedrol,https://cb.imsc.res.in/imppat/phytochemicalplants/(-)-Epicedrol
(-)-Eriodictyol,https://cb.imsc.res.in/imppat/phytochemicalplants/(-)-Eriodictyol
(-)-Fenchone,https://cb.imsc.res.in/imppat/phytochemicalplants/(-)-Fenchone
(-)-Gallocatechin,https://cb.imsc.res.in/imppat/phytochemicalplants/(-)-Gallocatechin
(-)-Gallocatechin gallate,https://cb.imsc.res.in/imppat/phytochemicalplants/(-)-Gallocatechin%20gallate
(-)-gamma-Cadinene,https://cb.imsc.res.in/imppat/phytochemicalplants/(-)-gamma-Cadinene
(-)-gamma-Curcumen-15-al,https://cb.imsc.res.in/imppat/phytochemicalplants/(-)-gamma-Curcumen-15-al
(-)-Germacrene A,https://cb.imsc.res.in/imppat/phytochemicalplants/(-)-Germacrene%20A
(-)-Globulol,https://cb.imsc.res.in/imppat/phytochemicalplants/(-)-Globulol
(-)-Glycinol,https://cb.imsc.res.in/imppat/phytochemicalplants/(-)-Glycinol
(-)-Hardwickic Acid,https://cb.imsc.res.in/imppat/phytochemicalplants/(-)-Hardwickic%20Acid
(-)-Isoelaeocarpiline,https://cb.imsc.res.in/imppat/phytochemicalplants/(-)-Isoelaeocarpiline
(-)-Isokaurene,https://cb.imsc.res.in/imppat/phytochemicalplants/(-)-Isokaurene
(-)-Isolonchocarpin,https://cb.imsc.res.in/imppat/phytochemicalplants/(-)-Isolonchocarpin
(-)-Isolongifolol,https://cb.imsc.res.in/imppat/phytochemicalplants/(-)-Isolongifolol
(-)-Isopulegol,https://cb.imsc.res.in/imppat/phytochemicalplants/(-)-Isopulegol
(-)-Isopulegone,https://cb.imsc.res.in/imppat/phytochemicalplants/(-)-Isopulegone
(-)-Isosativene,https://cb.imsc.res.in/imppat/phytochemicalplants/(-)-Isosativene
(-)-Isoshyobunone,https://cb.imsc.res.in/imppat/phytochemicalplants/(-)-Isoshyobunone
(-)-Kaur-16-ene,https://cb.imsc.res.in/imppat/phytochemicalplants/(-)-Kaur-16-ene
(-)-Kessane,https://cb.imsc.res.in/imppat/phytochemicalplants/(-)-Kessane
(-)-Kuwanon K,https://cb.imsc.res.in/imppat/phytochemicalplants/(-)-Kuwanon%20K
(-)-Leucofisetinidin,https://cb.imsc.res.in/imppat/phytochemicalplants/(-)-Leucofisetinidin
(-)-Limonene,https://cb.imsc.res.in/imppat/phytochemicalplants/(-)-Limonene
(-)-Loliolide,https://cb.imsc.res.in/imppat/phytochemicalplants/(-)-Loliolide
(-)-Medicocarpin,https://cb.imsc.res.in/imppat/phytochemicalplants/(-)-Medicocarpin
(-)-Myrtenyl isovalerate,https://cb.imsc.res.in/imppat/phytochemicalplants/(-)-Myrtenyl%20isovalerate
(-)-Neoarctin B,https://cb.imsc.res.in/imppat/phytochemicalplants/(-)-Neoarctin%20B
"(-)-Neoclovene-(I), dihydro-","https://cb.imsc.res.in/imppat/phytochemicalplants/(-)-Neoclovene-(I),%20dihydro-"
(-)-Norargemonine,https://cb.imsc.res.in/imppat/phytochemicalplants/(-)-Norargemonine
(-)-Norephedrine,https://cb.imsc.res.in/imppat/phytochemicalplants/(-)-Norephedrine
(-)-Olivil,https://cb.imsc.res.in/imppat/phytochemicalplants/(-)-Olivil
(-)-Pacifigorgiol,https://cb.imsc.res.in/imppat/phytochemicalplants/(-)-Pacifigorgiol
(-)-Paulownin,https://cb.imsc.res.in/imppat/phytochemicalplants/(-)-Paulownin
(-)-Phyllocladene,https://cb.imsc.res.in/imppat/phytochemicalplants/(-)-Phyllocladene
(-)-Pinoresinol,https://cb.imsc.res.in/imppat/phytochemicalplants/(-)-Pinoresinol
(-)-Pronuciferine,https://cb.imsc.res.in/imppat/phytochemicalplants/(-)-Pronuciferine
(-)-Sabinene,https://cb.imsc.res.in/imppat/phytochemicalplants/(-)-Sabinene
(-)-Sesamin,https://cb.imsc.res.in/imppat/phytochemicalplants/(-)-Sesamin
(-)-Syringaresinol,https://cb.imsc.res.in/imppat/phytochemicalplants/(-)-Syringaresinol
(-)-Terpinen-4-ol,https://cb.imsc.res.in/imppat/phytochemicalplants/(-)-Terpinen-4-ol
(-)-Thalrugosaminine,https://cb.imsc.res.in/imppat/phytochemicalplants/(-)-Thalrugosaminine
(-)-trans-Carveol,https://cb.imsc.res.in/imppat/phytochemicalplants/(-)-trans-Carveol
(-)-trans-Khellactone,https://cb.imsc.res.in/imppat/phytochemicalplants/(-)-trans-Khellactone
(-)-trans-Pinocarveol,https://cb.imsc.res.in/imppat/phytochemicalplants/(-)-trans-Pinocarveol
(-)-Trigoneoside XIb,https://cb.imsc.res.in/imppat/phytochemicalplants/(-)-Trigoneoside%20XIb
(-)-Valeranone,https://cb.imsc.res.in/imppat/phytochemicalplants/(-)-Valeranone
(-)-Vernolic acid,https://cb.imsc.res.in/imppat/phytochemicalplants/(-)-Vernolic%20acid
(-)-Viburnitol,https://cb.imsc.res.in/imppat/phytochemicalplants/(-)-Viburnitol
(-)-Zingiberene,https://cb.imsc.res.in/imppat/phytochemicalplants/(-)-Zingiberene
"(.+-.)-5,2'-Dihydroxy-6,7,6'-trimethoxyflavonone","https://cb.imsc.res.in/imppat/phytochemicalplants/(.+-.)-5,2'-Dihydroxy-6,7,6'-trimethoxyflavonone"
"(1'beta)-10,11-Dimethoxytubulosan-8'-ol","https://cb.imsc.res.in/imppat/phytochemicalplants/(1'beta)-10,11-Dimethoxytubulosan-8'-ol"
"(1'R,2R,4S,5'R)-5,7-dihydroxy-6',6'-dimethyl-4-(2-methylpropyl)spiro[3,4-dihydrochromene-2,2'-bicyclo[3.1.1]heptane]-6,8-dicarbaldehyde","https://cb.imsc.res.in/imppat/phytochemicalplants/(1'R,2R,4S,5'R)-5,7-dihydroxy-6',6'-dimethyl-4-(2-methylpropyl)spiro[3,4-dihydrochromene-2,2'-bicyclo[3.1.1]heptane]-6,8-dicarbaldehyde"
"(1'S,2R,4R,5'R)-5,7-dihydroxy-6',6'-dimethyl-4-(2-methylpropyl)spiro[3,4-dihydrochromene-2,2'-bicyclo[3.1.1]heptane]-6,8-dicarbaldehyde","https://cb.imsc.res.in/imppat/phytochemicalplants/(1'S,2R,4R,5'R)-5,7-dihydroxy-6',6'-dimethyl-4-(2-methylpropyl)spiro[3,4-dihydrochromene-2,2'-bicyclo[3.1.1]heptane]-6,8-dicarbaldehyde"
"(1)Benzopyrano(3,4-b)furo(2,3-h)(1)benzopyran-6(12H)-one, 1,2-dihydro-2-alpha-isopropyl-8,9-dimethoxy-","https://cb.imsc.res.in/imppat/phytochemicalplants/(1)Benzopyrano(3,4-b)furo(2,3-h)(1)benzopyran-6(12H)-one,%201,2-dihydro-2-alpha-isopropyl-8,9-dimethoxy-"
"(1-Hydroxy-2,4,4-trimethylpentan-3-yl) 2-methylpropanoate","https://cb.imsc.res.in/imppat/phytochemicalplants/(1-Hydroxy-2,4,4-trimethylpentan-3-yl)%202-methylpropanoate"
(1-methoxy-9H-carbazol-3-yl)methanol,https://cb.imsc.res.in/imppat/phytochemicalplants/(1-methoxy-9H-carbazol-3-yl)methanol
(1-Methoxyethyl)benzene,https://cb.imsc.res.in/imppat/phytochemicalplants/(1-Methoxyethyl)benzene
(1-Methylbutyl)cyclohexane,https://cb.imsc.res.in/imppat/phytochemicalplants/(1-Methylbutyl)cyclohexane
(10)-Gingerol,https://cb.imsc.res.in/imppat/phytochemicalplants/(10)-Gingerol
